p1,p2,p3
0.23162875945481684,0.201,0.5673712405451832
0.232,0.20133656337532577,0.5666634366246742
0.23270444232755222,0.202,0.5652955576724479
0.233,0.20228937869471408,0.5647106213052859
0.23369966537277959,0.203,0.5633003346272203
0.234,0.2033176000068884,0.5626823999931116
0.2346228947990513,0.204,0.5613771052009487
0.235,0.20443084988609844,0.5605691501139016
0.23548144691365805,0.205,0.559518553086342
0.236,0.20564044934983694,0.5583595506501631
0.2362816772467586,0.206,0.5577183227532414
0.237,0.2069598107166944,0.5560401892833056
0.23702913353740626,0.207,0.5559708664625937
0.23772217992119732,0.208,0.5542778200788028
0.238,0.20842113531737055,0.5535788646826294
0.23837032936253275,0.209,0.5526296706374673
0.2389777270389103,0.21,0.5510222729610897
0.239,0.21003855096894272,0.5509614490310573
0.23953928750603692,0.211,0.5494607124939631
0.24,0.21186981969825766,0.5481301803017423
0.24006699976394136,0.212,0.5479330002360587
0.24055429198186742,0.213,0.5464457080181326
0.241,0.2139738866409033,0.5450261133590967
0.2410116239772721,0.214,0.5449883760227279
0.24143119873284966,0.215,0.5435688012671503
0.24182299940371574,0.216,0.5421770005962843
0.242,0.2164838742788236,0.5415161257211765
0.2421838254547714,0.217,0.5408161745452286
0.24251504823913747,0.218,0.5394849517608625
0.24282077892554838,0.219,0.5381792210744517
0.243,0.2196369313439042,0.5373630686560958
0.2430995674006924,0.22,0.5369004325993076
0.24335092527287375,0.221,0.5356490747271263
0.24357881755569064,0.222,0.5344211824443094
0.24378370908500405,0.223,0.533216290914996
0.24396605456571221,0.224,0.5320339454342878
0.244,0.22421084748926917,0.5317891525107308
0.24412396718789306,0.225,0.5308760328121069
0.24426001255696703,0.226,0.529739987443033
0.24437523209755205,0.227,0.528624767902448
0.24447002860132994,0.228,0.5275299713986701
0.24454479641520865,0.229,0.5264552035847914
0.2445999216533288,0.23,0.5254000783466712
0.24463578240283623,0.231,0.5243642175971638
0.24465274892363173,0.232,0.5233472510763683
0.244651183842302,0.233,0.522348816157698
0.24463144234042572,0.234,0.5213685576595743
0.24459387233744323,0.235,0.5204061276625568
0.24453881466826982,0.236,0.5194611853317301
0.24446660325582767,0.237,0.5185333967441723
0.24437756527866203,0.238,0.517622434721338
0.24427202133380455,0.239,0.5167279786661955
0.24415028559503785,0.24,0.5158497144049622
0.2440126659667108,0.241,0.5149873340332892
0.244,0.24108226110913172,0.5149177388908683
0.24385704111298853,0.242,0.5141429588870114
0.24368567409493552,0.243,0.5133143259050644
0.24349908277980134,0.244,0.5125009172201986
0.2432975596155182,0.245,0.5117024403844818
0.2430813912386377,0.246,0.5109186087613623
0.243,0.24635181193871822,0.5106481880612818
0.24284830037337204,0.247,0.510151699626628
0.24259951582562825,0.248,0.5094004841743718
0.24233671814351168,0.249,0.5086632818564883
0.2420601793778869,0.25,0.5079398206221131
0.242,0.25020660886672214,0.5077933911332779
0.2417662248705983,0.251,0.5072337751294017
0.24145784334529968,0.252,0.5065421566547004
0.24113633510853535,0.253,0.5058636648914646
0.241,0.2534064045598229,0.5055935954401771
0.24079854622122288,0.254,0.5052014537787771
0.24044562133044084,0.255,0.5045543786695591
0.2400801754039237,0.256,0.5039198245960763
0.24,0.25621134283564956,0.5037886571643504
0.23969730773261103,0.257,0.503302692267389
0.23930087555075316,0.258,0.5026991244492468
0.239,0.25873571811559715,0.5022642818844029
0.23889064095145485,0.259,0.5021093590485451
0.23846330651513883,0.26,0.5015366934848612
0.238024399280195,0.261,0.500975600719805
0.238,0.2610539060675597,0.5009460939324404
0.23756667879774226,0.262,0.5004333212022577
0.23709730975846946,0.263,0.49990269024153056
0.237,0.26320167215135976,0.49979832784864026
0.23661016392107112,0.264,0.49938983607892884
0.2361104244346104,0.265,0.4988895755653896
0.236,0.26521540167060564,0.49878459832939437
0.23559289276165987,0.266,0.49840710723834014
0.23506287663297543,0.267,0.49793712336702456
0.235,0.2671157894218876,0.49788421057811244
0.23451395377934292,0.268,0.49748604622065706
0.234,0.2689170136984281,0.49708298630157194
0.2339529082620847,0.269,0.4970470917379153
0.2333723911367737,0.27,0.4966276088632263
0.233,0.2706295150185041,0.49637048498149594
0.23277807154840444,0.271,0.4962219284515955
