p1,p2,p3
0.1593147658887618,0.454,0.3866852341112382
0.16,0.45384928493763615,0.3861507150623638
0.161,0.4536212421891833,0.38537875781081665
0.162,0.4533853888723249,0.3846146111276751
0.163,0.453141824344899,0.38385817565510094
0.1635639826025281,0.453,0.38343601739747185
0.164,0.45289010708558664,0.38310989291441333
0.165,0.4526301389779606,0.38236986102203935
0.166,0.45236271717106236,0.3816372828289376
0.167,0.45208793685856014,0.3809120631414398
0.1673112106721626,0.452,0.3806887893278374
0.168,0.45180493462088034,0.3801950653791196
0.169,0.451514294677962,0.37948570532203796
0.17,0.4512165437075082,0.37878345629249177
0.1707099627676534,0.451,0.3782900372323466
0.171,0.4509113374535275,0.37808866254647244
0.172,0.45059810091835795,0.3774018990816421
0.173,0.4502779940715394,0.37672200592846056
0.17385008319266365,0.45,0.3761499168073363
0.174,0.4499508639763661,0.376049136023634
0.175,0.4496156356478597,0.37538436435214023
0.176,0.44927377126320805,0.374726228736792
0.17678531061202463,0.449,0.37421468938797536
0.177,0.44892498784073853,0.3740750121592614
0.178,0.4485683565721041,0.373431643427896
0.179,0.4482053173254297,0.3727946826745703
0.17955520267009228,0.448,0.3724447973299077
0.18,0.4478351419994976,0.3721648580005025
0.181,0.4474576814462735,0.37154231855372644
0.182,0.4470740350813854,0.3709259649186147
0.18218953980843386,0.447,0.3708104601915661
0.183,0.4466827207179728,0.3703172792820271
0.184,0.44628499003906624,0.3697150099609338
0.18470538313446533,0.446,0.3692946168655346
0.185,0.4458807009874822,0.3691192990125177
0.186,0.44546908145660563,0.3685309185433944
0.187,0.44505162597206466,0.3679483740279353
0.18712169542594295,0.445,0.36787830457405707
0.188,0.44462656686153706,0.367373433138463
0.189,0.4441955466355026,0.36680445336449735
0.18944716366687941,0.444,0.3665528363331206
0.19,0.44375769862938663,0.3662423013706134
0.191,0.44331330167591315,0.3656866983240868
0.1916958100174945,0.443,0.3653041899825055
0.192,0.4428627241506303,0.3651372758493697
0.193,0.44240513583225183,0.3645948641677481
0.1938747985640058,0.442,0.3641252014359942
0.194,0.4419418859908004,0.36405811400919963
0.195,0.4414712891062223,0.36352871089377764
0.19599040124953382,0.441,0.3630095987504662
0.196,0.4409954220440962,0.36300457795590385
0.197,0.4405119969124911,0.36248800308750884
0.198,0.4400234480330365,0.36197655196696354
0.1980473799999376,0.44,0.3619526200000624
0.199,0.439527490222909,0.36147250977709094
0.2,0.4390264130908417,0.3609735869091583
0.20005206301075784,0.439,0.36094793698924216
0.201,0.4385179957050399,0.36048200429496
0.202,0.43800456441424956,0.3599954355857505
0.2020087834449515,0.438,0.35999121655504845
0.203,0.4374837358552808,0.35951626414471916
0.2039201233281366,0.437,0.3590798766718634
0.204,0.43695791087126434,0.3590420891287357
0.205,0.4364249291268414,0.35857507087315865
0.2057899214769258,0.436,0.35821007852307424
0.206,0.4358867329080397,0.35811326709196034
0.207,0.43534179005283397,0.3576582099471661
0.20762138238638517,0.435,0.35737861761361484
0.208,0.43479126628837106,0.357208733711629
0.209,0.43423452936471063,0.3567654706352894
0.20941726784247272,0.434,0.3565827321575273
0.21,0.43367172002746185,0.3563282799725382
0.211,0.4331033541062725,0.35589664589372755
0.21118006717902682,0.433,0.3558199328209732
0.212,0.4325282995001569,0.3554717004998431
0.21291089903945604,0.432,0.35508910096054397
0.213,0.43194820452415894,0.3550517954758411
0.214,0.4313612065488893,0.3546387934511107
0.2146103720245517,0.431,0.3543896279754483
0.215,0.4307688933539553,0.35423110664604474
0.216,0.4301706395876955,0.3538293604123045
0.2162827525793605,0.43,0.35371724742063954
0.217,0.4295661442590868,0.35343385574091324
0.2179289089795351,0.429,0.3530710910204649
0.218,0.42895657133297954,0.3530434286670205
0.219,0.4283401508031352,0.3526598491968648
0.21954767540610465,0.428,0.35245232459389536
0.22,0.42771841590445964,0.3522815840955404
0.221,0.42709110335793427,0.35190889664206576
0.22114401368299977,0.427,0.35185598631700027
0.222,0.4264572385834985,0.35154276141650154
0.2227160438154787,0.426,0.3512839561845213
0.223,0.42581825148714514,0.3511817485128549
0.224,0.4251732252112019,0.35082677478879815
0.2242665067174818,0.425,0.3507334932825182
0.225,0.42452212179198856,0.35047787820801146
0.22579598597564252,0.424,0.35020401402435747
0.226,0.4238658627571718,0.3501341372428282
0.227,0.42320336722658763,0.3497966327734124
0.22730477508601543,0.423,0.3496952249139846
0.228,0.42253500135227023,0.3494649986477298
0.22879467885583682,0.422,0.3492053211441632
0.229,0.4218614435912033,0.3491385564087967
0.23,0.42118171972749396,0.34881828027250605
0.23026549223203568,0.421,0.3487345077679643
0.231,0.4204960606061239,0.34850393939387614
0.23171848503621806,0.42,0.34828151496378196
0.232,0.4198051703384329,0.3481948296615671
0.233,0.4191084557338262,0.3478915442661738
0.2331545900255618,0.419,0.3478454099744382
0.234,0.41840546563942255,0.34759453436057747
0.2345730664926936,0.418,0.3474269335073064
0.235,0.4176972021352249,0.34730279786477514
0.2359771331955678,0.417,0.34702286680443223
0.236,0.4169836446828518,0.3470163553171482
0.237,0.4162633655779294,0.3467366344220706
0.23736347975832134,0.416,0.34663652024167874
0.238,0.4155376811899491,0.3464623188100509
0.23873598945802507,0.415,0.3462640105419749
0.239,0.4148066562355491,0.34619334376445093
0.24,0.414069892854271,0.345930107145729
0.24009425592649403,0.414,0.345905744073506
0.241,0.41332673303931877,0.34567326696068124
0.24143708993107318,0.413,0.34556291006892687
0.242,0.41257818296730897,0.34542181703269104
0.24276729680021167,0.412,0.3452327031997883
0.243,0.41182421884936254,0.34517578115063746
0.244,0.4110644667774154,0.3449355332225846
0.24408433502273486,0.411,0.34491566497726517
0.245,0.41029832705677316,0.34470167294322684
0.245387217738556,0.41,0.34461278226144404
0.246,0.40952671909851646,0.34447328090148355
0.2466783424019826,0.409,0.3443216575980174
0.247,0.4087496171264104,0.3442503828735896
0.24795792828147684,0.408,0.34404207171852325
0.248,0.40796699476603715,0.34403300523396285
0.249,0.4071778480236716,0.3438221519763284
0.24922417769410035,0.407,0.3437758223058997
0.25,0.4063829687896772,0.3436170312103228
0.250479064369193,0.406,0.343520935630807
0.251,0.4055825088991395,0.3434174911008605
0.2517231608340357,0.405,0.3432768391659643
0.252,0.40477643988745315,0.34322356011254684
0.252956657230189,0.404,0.34304334276981097
0.253,0.4039647326538302,0.3430352673461698
0.254,0.4031465416560074,0.3428534583439926
0.2541782018692708,0.403,0.3428217981307291
0.255,0.40232248194650516,0.34267751805349483
0.2553892515240421,0.402,0.34261074847595785
0.256,0.40149271741584325,0.34250728258415675
0.25659034991069585,0.401,0.34240965008930413
0.257,0.4006572167571835,0.3423427832428165
0.2577816628605927,0.4,0.3422183371394073
0.258,0.39981594798501346,0.34218405201498653
0.25896335165196566,0.399,0.3420366483480344
0.259,0.3989688784238298,0.3420311215761702
0.26,0.3981153215231517,0.3418846784768483
0.2601344644723387,0.398,0.3418655355276613
0.261,0.39725574866703417,0.3417442513329658
0.26129605564647274,0.397,0.34170394435352724
0.262,0.3963903001553391,0.3416096998446609
0.26244857232841945,0.396,0.34155142767158053
0.263,0.39551894094051465,0.34148105905948534
0.2635921560556775,0.395,0.34140784394432244
0.264,0.3946416352363275,0.3413583647636725
0.2647269446378548,0.394,0.34127305536214514
0.265,0.3937583465049079,0.3412416534950921
0.26585307227764843,0.393,0.34114692772235156
0.266,0.3928690374434431,0.3411309625565569
0.2669706696870821,0.392,0.3410293303129178
0.267,0.391973669970511,0.341026330029489
0.268,0.39107178815389665,0.34092821184610334
0.26807924610624273,0.391,0.3409207538937573
0.269,0.3901636490313989,0.3408363509686011
0.26917938968024363,0.39,0.3408206103197563
0.27,0.38924936419052625,0.34075063580947373
0.2702714474152712,0.389,0.3407285525847288
0.271,0.3883288929014345,0.34067110709856546
0.2713555348707507,0.388,0.3406444651292493
0.272,0.3874021935969379,0.3405978064030621
0.27243176471362585,0.387,0.34056823528637414
0.273,0.3864692238568777,0.34053077614312227
0.27350024680702767,0.386,0.3404997531929723
0.274,0.38552994039206645,0.34047005960793353
0.2745610882956478,0.385,0.34043891170435225
0.275,0.3845842990277939,0.3404157009722061
0.2756143936879598,0.384,0.3403856063120402
0.276,0.383632254686884,0.340367745313116
0.27666026493542295,0.383,0.34033973506457704
0.277,0.3826737613722888,0.34032623862771116
0.27769880150879583,0.382,0.3403011984912042
0.278,0.38170877214920523,0.34029122785079474
0.27873010047168395,0.381,0.340269899528316
0.279,0.38073723912670215,0.3402627608732978
0.2797542565514369,0.38,0.3402457434485632
0.28,0.37975911343884183,0.34024088656115814
0.2807713622075039,0.379,0.3402286377924961
0.281,0.37877434522528075,0.3402256547747192
0.28278478114008154,0.377,0.34021521885991846
0.283,0.37678467668749577,0.3402153233125043
0.28477105403448705,0.375,0.340228945965513
0.285,0.37476781397103875,0.3402321860289613
0.28673084535395515,0.373,0.3402691546460448
0.287,0.3727233202883822,0.3402766797116179
0.2886647890581626,0.371,0.3403352109418374
