k,gm,gm_e,nm,nm_e
313,2.5922346621893804e-11,4.446228332621114e-8,6.0690437571575814e-30,5.389122533258918e-15
314,2.4274746671800826e-11,4.171240251201275e-8,5.928993595284305e-30,4.708313292293619e-15
315,2.2732091842793796e-11,3.913259493577239e-8,5.584267073081244e-30,4.113510858507644e-15
316,2.1287681436701656e-11,3.671234199387634e-8,5.277987794948314e-30,3.5938499697451875e-15
317,1.9935243751874828e-11,3.444177563198785e-8,5.03090593204983e-30,3.1398379752237353e-15
318,1.866890853446544e-11,3.2311638110204395e-8,4.806760979905556e-30,2.7431814331848917e-15
319,1.7483181203943055e-11,3.031324425663924e-8,4.594569289007855e-30,2.3966346145087653e-15
320,1.63729187398297e-11,2.8438446055524333e-8,4.39159522059836e-30,2.0938671449058463e-15
321,1.5333307121094866e-11,2.667959942545032e-8,4.198539063283269e-30,1.8293483679049676e-15
322,1.435984021759761e-11,2.5029533052289173e-8,4.025404465939208e-30,1.5982463162948426e-15
323,1.3448300041506465e-11,2.348151914972247e-8,3.865750638989983e-30,1.3963394465294822e-15
324,1.2594738268570835e-11,2.20292460281577e-8,3.726770453198904e-30,1.2199395237489606e-15
325,1.1795458948755566e-11,2.0666792360188382e-8,3.6025216878792656e-30,1.0658242487554174e-15
326,1.1047002328612282e-11,1.9388603037671038e-8,3.4934705487378724e-30,9.311783962405766e-16
327,1.034612971451494e-11,1.8189466521981355e-8,3.401176730126114e-30,8.135423890361783e-16
328,9.68980930841512e-12,1.7064493595100346e-8,3.328067435175199e-30,7.107673689926312e-16
329,9.075202954502422e-12,1.6009097424892534e-8,3.259193455710183e-30,6.209759437651642e-16
330,8.4996537371109e-12,1.5018974863296766e-8,3.207879551729736e-30,5.425278924686174e-16
331,7.960674375422657e-12,1.4090088901177033e-8,3.1741257232338594e-30,4.73990203745718e-16
332,7.455936363733936e-12,1.3218652208296819e-8,3.1579319702225525e-30,4.1411089893392556e-16
333,6.983259809175166e-12,1.2401111691304792e-8,3.159298292695815e-30,3.6179616215836843e-16
334,6.540603921224138e-12,1.1634134006770377e-8,3.178224690653648e-30,3.16090359586044e-16
335,6.126058112606183e-12,1.0914591970201802e-8,3.214711164096049e-30,2.761585828527938e-16
336,5.737833669919799e-12,1.0239551805632293e-8,3.268757713023021e-30,2.4127139778365626e-16
337,5.374255960014815e-12,9.606261183787428e-9,3.335722527115687e-30,2.1079151981131474e-16
338,5.033757135233284e-12,9.01213800006188e-9,3.401802917857809e-30,1.8416217269237287e-16
339,4.714869306898241e-12,8.454759846550161e-9,3.483189452263322e-30,1.608969178700085e-16
340,4.416218156159943e-12,7.931854135205885e-9,3.5798821303322254e-30,1.4057076869586915e-16
341,4.136516954807347e-12,7.441288831858887e-9,3.682743717113059e-30,1.2281242719460988e-16
342,3.874560968829137e-12,6.98106376331018e-9,3.800281293422699e-30,1.0729750155997105e-16
343,3.6292222206126226e-12,6.549302462061276e-9,3.932494859261145e-30,9.374258048632784e-17
344,3.39944458689504e-12,6.144244515426593e-9,4.3298144312322186e-30,8.190005609146471e-17
345,3.184239210399706e-12,5.764238387834065e-9,4.400755933613362e-30,7.155360086085275e-17
346,2.9826802050489393e-12,5.407734687048495e-9,4.514834019095744e-30,6.25142159907239e-17
347,2.7939006369349916e-12,5.0732798468621086e-9,4.638605820479553e-30,5.461677894498496e-17
348,2.6170887614251198e-12,4.7595102004948644e-9,4.76815170231879e-30,4.771702716015793e-17
349,2.4514845021744387e-12,4.465146420540117e-9,4.90820832295614e-30,4.168892279965408e-17
350,2.2963761540832783e-12,4.188988302785704e-9,5.072652667028589e-30,3.642235041932074e-17
351,2.1510972984191977e-12,3.929909872642617e-9,5.2631835933475824e-30,3.1821105487494176e-17
352,2.0150239146447714e-12,3.686854794228819e-9,5.4417267540300126e-30,2.780113701583338e-17
353,1.8875716766326897e-12,3.4588320633897016e-9,5.6071978511834625e-30,2.4289012199054336e-17
354,1.7681934222905688e-12,3.2449119670944553e-9,5.779786931918054e-30,2.1220575017123105e-17
355,1.656376784479957e-12,3.044222292733636e-9,5.952588489125062e-30,1.8539774296580156e-17
356,1.5516419736910367e-12,2.85594477186218e-9,6.131358301576389e-30,1.619763982318011e-17
357,1.453539701918947e-12,2.6793117438880126e-9,6.322311447608773e-30,1.4151387802486125e-17
358,1.3616492395783437e-12,2.5136030261031415e-9,6.513517446893308e-30,1.2363639327858281e-17
359,1.2755765962351546e-12,2.3581429772954978e-9,6.577035983886377e-30,1.0801737579582794e-17
360,1.194952817686107e-12,2.2122977429690186e-9,6.642225825415836e-30,9.437151282411512e-18
361,1.11943239167452e-12,2.0754726709399677e-9,6.696393135128586e-30,8.24495352446445e-18
362,1.0486917554030616e-12,1.947109886772147e-9,6.967976977666349e-30,7.203366417074934e-18
363,9.824278980682205e-13,1.8266860191653684e-9,7.245225764106122e-30,6.293363277874074e-18
364,9.203570529071342e-13,1.7137100660229423e-9,7.322170212261765e-30,5.498321070188854e-18
365,8.622134726932142e-13,1.6077213924975533e-9,7.448907462518437e-30,4.803716749860823e-18
366,8.077482828182973e-13,1.5082878528529733e-9,7.64923445014481e-30,4.1968619726495596e-18
367,7.567284081295673e-13,1.415004028483931e-9,8.104850913981832e-30,3.666671316118352e-18
368,7.089355678045835e-13,1.3274895749100284e-9,8.666442902633809e-30,3.2034597821088994e-18
369,6.641653346000932e-13,1.2453876710039488e-9,8.961530239902341e-30,2.79876588078067e-18
370,6.222262537514922e-13,1.1683635641310097e-9,9.340862696079413e-30,2.445197064489233e-18
371,5.829390181950596e-13,1.0961032052681913e-9,9.386591868588492e-30,2.1362946880426532e-18
372,5.461356963018449e-13,1.0283119685376324e-9,9.805731790356031e-30,1.866416028563555e-18
373,5.116590089952467e-13,9.647134499337705e-10,1.0152713866792895e-29,1.6306312098124736e-18
374,4.79361652546945e-13,9.050483403461992e-10,1.0485733410537417e-29,1.424633148088049e-18
375,4.4910566477205553e-13,8.490733682832385e-10,1.1224633435918894e-29,1.244658874684897e-18
376,4.2076183158412297e-13,7.965603079854005e-10,1.1634132909585665e-29,1.0874207977056893e-18
377,3.942091312097646e-13,7.472950488845545e-10,1.217687141129339e-29,9.500466475862636e-19
378,3.6933421377094515e-13,7.0107672261471e-10,1.2351866299337279e-29,8.30027009318047e-19
379,3.4603091423983534e-13,6.577168840149957e-10,1.2589453986569098e-29,7.251694829383685e-19
380,3.241997960048607e-13,6.170387427855513e-10,1.2304670193900118e-29,6.335586349378654e-19
381,3.037477238048905e-13,5.788764426635778e-10,1.2364450611388241e-29,5.535210090169303e-19
382,2.8458746367242103e-13,5.43074385180543e-10,1.2741777666178994e-29,4.835945570423307e-19
383,2.666373083718201e-13,5.094865952433089e-10,1.2611341195160332e-29,4.2250193179896963e-19
384,2.4982072657270037e-13,4.779761259524772e-10,1.2080014314209552e-29,3.6912715367521358e-19
385,2.3406603452387824e-13,4.484145002312279e-10,1.2239396510018727e-29,3.224952250518846e-19
386,2.1930608835955879e-13,4.2068118698801677e-10,1.1733028673268095e-29,2.8175432001075626e-19
387,2.0547799616425756e-13,3.946631096772955e-10,1.0813645264771103e-29,2.4616022402177178e-19
388,1.925228482571798e-13,3.70254185254521e-10,9.756971633547168e-30,2.1506273936859462e-19
389,1.803854645912699e-13,3.4735489164564224e-10,9.78812004276624e-30,1.8789380798025793e-19
390,1.6901415826034568e-13,3.2587186196751453e-10,9.477558064515004e-30,1.6415713470855868e-19
391,1.5836051397285434e-13,3.0571750384476587e-10,9.649608350978084e-30,1.4341912149949762e-19
392,1.4837918069070943e-13,2.8680964227095976e-10,9.959688366380461e-30,1.2530094685318141e-19
393,1.3902767729612528e-13,2.6907118455790137e-10,9.927144141397599e-30,1.0947164588760078e-19
394,1.3026621079572344e-13,2.5242980600698883e-10,1.0005530912331924e-29,9.564206459973758e-20
395,1.2205750583156824e-13,2.36817655021004e-10,9.722887201105354e-30,8.355957788642739e-20
396,1.1436664521673673e-13,2.2217107645400066e-10,9.425305090869896e-30,7.300347483901015e-20
397,1.0716092048463187e-13,2.0843035207130795e-10,9.523084727637489e-30,6.378092701489893e-20
398,1.0040969198609751e-13,1.9553945706143286e-10,9.541354398835732e-30,5.572346603844235e-20
399,9.408425781751122e-14,1.8344583160709148e-10,9.497461575730347e-30,4.8683906187379514e-20
400,8.815773106987318e-14,1.7210016658399924e-10,9.806523769627453e-30,4.253365574974241e-20
401,8.26049249407678e-14,1.6145620251365431e-10,1.0203666519147734e-29,3.7160368037735165e-20
402,7.740224497381972e-14,1.5147054095038746e-10,1.0164981210206135e-29,3.2465889149636347e-20
403,7.252758833312473e-14,1.421024675336501e-10,1.0241722366818679e-29,2.836446499146987e-20
404,6.796024931302749e-14,1.3331378598407538e-10,1.0351888836179566e-29,2.4781174806091253e-20
405,6.368083092289173e-14,1.2506866236646653e-10,1.0495725208431393e-29,2.165056259494879e-20
406,5.967116201667053e-14,1.1733347898472923e-10,1.0631135611365744e-29,1.891544143268692e-20
407,5.591421973895154e-14,1.1007669731303652e-10,1.0235923088833991e-29,1.65258488329945e-20
408,5.239405685900324e-14,1.0326872940435743e-10,1.0263924742227393e-29,1.4438134083355182e-20
409,4.909573367130678e-14,9.688181725204608e-11,1.065381431718312e-29,1.2614160877034323e-20
410,4.600525430654282e-14,9.088991961261418e-11,1.055858659947013e-29,1.1020610676772937e-20
411,4.3109506980400775e-14,8.526860582823143e-11,1.0582077636643697e-29,9.62837408472598e-21
412,4.0396208081181005e-14,7.999495621603818e-11,1.0664359630688414e-29,8.412019100793512e-21
413,3.785384978321725e-14,7.504746861812966e-11,1.0796950957333055e-29,7.349326556014131e-21
414,3.5471651004074175e-14,7.040597073118935e-11,1.0458870114818101e-29,6.4208842347777674e-21
415,3.323951142551271e-14,6.605153785831489e-11,1.0244169079302765e-29,5.609732271684135e-21
416,3.1147968460667397e-14,6.196641574768762e-11,9.750155760884945e-30,4.901053345507577e-21
417,2.918815692890393e-14,5.8133948203476855e-11,9.184585873631e-30,4.281902011038347e-21
418,2.735177129662831e-14,5.453850917382846e-11,8.615062081609954e-30,3.74096822450224e-21
419,2.5631030294845066e-14,5.116543903904116e-11,8.07548115539242e-30,3.2683707428750193e-21
420,2.4018643789491268e-14,4.800098484015946e-11,7.614076173191656e-30,2.855476623114795e-21
421,2.2507781722231762e-14,4.5032244204278335e-11,7.220109036495685e-30,2.4947435241029717e-21
422,2.1092045075716627e-14,4.224711273792739e-11,6.95036879368649e-30,2.1795819306217125e-21
423,1.976543859738748e-14,3.963423467404224e-11,6.852608228519251e-30,1.9042347826119017e-21
424,1.85223453213561e-14,3.718295657129724e-11,6.536350654006037e-30,1.663672310898022e-21
425,1.7357502642981815e-14,3.488328387701828e-11,6.503681303095302e-30,1.4535001583430617e-21
426,1.6265979963194357e-14,3.272584017657072e-11,6.468029470527858e-30,1.2698791080816427e-21
427,1.5243157691097515e-14,3.0701828963070506e-11,6.44115928884525e-30,1.1094549525061812e-21
428,1.4284707615973444e-14,2.8802997771542885e-11,6.71398579023991e-30,9.692972219221332e-22
429,1.3386574512728867e-14,2.7021604531293512e-11,6.684531158602651e-30,8.46845653628042e-22
430,1.2544958882183616e-14,2.5350385999301115e-11,6.649071572625208e-30,7.398634235705222e-22
431,1.175630082943028e-14,2.3782528145925723e-11,6.607534376865673e-30,6.463962862563454e-22
432,1.10172649180894e-14,2.231163837218662e-11,6.565625364949247e-30,5.647368765299815e-22
433,1.0324726009696852e-14,2.093171944533206e-11,6.531473449665306e-30,4.933935211167974e-22
434,9.675755997276516e-15,1.9637145046428668e-11,6.509639274165995e-30,4.310629902120578e-22
435,9.067611341847628e-15,1.8422636830271188e-11,6.487083842454084e-30,3.766066913687219e-22
436,8.497721455926261e-15,1.7283242904079304e-11,6.474075970038428e-30,3.290298708175397e-22
437,7.96367777057848e-15,1.621431763723318e-11,6.468320738005555e-30,2.874634422897515e-22
438,7.463223513864062e-15,1.5211502719726206e-11,6.46973880839849e-30,2.511481114093068e-22
439,6.994244140410548e-15,1.4270709392105028e-11,6.475028777331081e-30,2.1942050565471265e-22
440,6.5547583495407145e-15,1.3388101774443242e-11,6.474760887426381e-30,1.9170105652638274e-22
441,6.142909686860876e-15,1.2560081226376302e-11,6.477294576497134e-30,1.6748341256291379e-22
442,5.7569586636425225e-15,1.1783271674429053e-11,6.485351286281297e-30,1.46325189813749e-22
443,5.3952753784639005e-15,1.1054505846811332e-11,6.49424745981217e-30,1.278398908070182e-22
444,5.056332614982236e-15,1.037081235955693e-11,6.507885421933033e-30,1.1168984439625656e-22
445,4.738699356106565e-15,9.729403601352532e-12,6.526265172643892e-30,9.758003751811063e-23
446,4.441034725171332e-15,9.127664367659606e-12,6.549386711944743e-30,8.525272618568551e-23
447,4.162082291878104e-15,8.563141197787384e-12,6.904457904237475e-30,7.44827272764938e-23
448,3.900664758149076e-15,8.033532371441173e-12,7.293089408092482e-30,6.507330511004871e-23
449,3.655678967473349e-15,7.536678523959061e-12,7.299962688471762e-30,5.685257767517168e-23
450,3.426091224134896e-15,7.070553841972733e-12,6.930459546578861e-30,4.967037685953201e-23
451,3.2109329250111397e-15,6.633257803594616e-12,7.002917182888298e-30,4.339550532719944e-23
452,3.0092964510286676e-15,6.2230074294537204e-12,6.694528174037344e-30,3.7913339935563734e-23
453,2.820331319767388e-15,5.838130012985529e-12,6.396113630465426e-30,3.312373791321343e-23
454,2.6432405958890583e-15,5.477056300335225e-12,6.479197299910497e-30,2.8939207550903906e-23
455,2.4772775049218112e-15,5.138314092066818e-12,6.502068320139511e-30,2.528330998960762e-23
456,2.3217422809305826e-15,4.820522240590534e-12,6.483753299031064e-30,2.2089262911092596e-23
457,2.175979200699844e-15,4.522385018834267e-12,6.822261424018707e-30,1.9298720624630663e-23
458,2.0393738094224445e-15,4.242686837198611e-12,6.793276865723093e-30,1.6860708265666747e-23
459,1.9113503218147415e-15,3.980287287254968e-12,7.177324455723467e-30,1.4730690637445484e-23
460,1.7913691856785027e-15,3.734116491978519e-12,7.163239590229799e-30,1.2869758686115503e-23
461,1.6789248001602914e-15,3.503170743557627e-12,7.244449458153937e-30,1.124391874864383e-23
462,1.573543377478585e-15,3.2865084109938093e-12,6.942665363439596e-30,9.82347159022478e-24
463,1.4747809387384528e-15,3.083246100806384e-12,7.064970199764641e-30,8.582469888053279e-24
464,1.382221434904787e-15,2.892555055187922e-12,7.078093736546166e-30,7.498244251313175e-24
465,1.295474989854423e-15,2.713657772924761e-12,7.48115035028826e-30,6.5509891191828036e-24
466,1.2141762584147172e-15,2.545824839305109e-12,7.455103508065259e-30,5.723400972452405e-24
467,1.1379828673288177e-15,2.3883719520894e-12,7.525791093897962e-30,5.000362249961334e-24
468,1.066573983819687e-15,2.240657131416921e-12,7.199043490769311e-30,4.368665195953348e-24
469,9.996489523543853e-16,2.1020781022727316e-12,7.30310992140443e-30,3.816770593866811e-24
470,9.369260232927823e-16,1.9720698388424394e-12,7.317723080948956e-30,3.3345969793474594e-24
471,8.7814116719916345e-16,1.8501022607424808e-12,7.73099266284362e-30,2.913336482035689e-24
472,8.230469563646643e-16,1.7356780717327895e-12,7.722421982700172e-30,2.5452939321083984e-24
473,7.714115216335691e-16,1.6283307320996678e-12,7.584667578155717e-30,2.223746292532944e-24
474,7.230175712686504e-16,1.5276225564416975e-12,6.950021766544265e-30,1.9428198492807367e-24
475,6.776614762190028e-16,1.4331429291028265e-12,6.262994547486796e-30,1.697382916132869e-24
476,6.351524093040663e-16,1.3445066299764454e-12,5.53438684951937e-30,1.4829520941153427e-24
477,5.953115385630611e-16,1.2613522638542901e-12,4.8415087123527884e-30,1.2956103732040469e-24
478,5.579712742247081e-16,1.1833407869161756e-12,4.235841686376821e-30,1.1319355802624933e-24
479,5.229745599073079e-16,1.1101541243526514e-12,3.710638723347977e-30,9.889378661700461e-25
480,4.901742128797436e-16,1.0414938734842281e-12,3.258235780412208e-30,8.640050902173856e-25
481,4.59432298065296e-16,9.770800870894324e-13,2.875005365928763e-30,7.548551041053898e-25
482,4.306195511660536e-16,9.16650131980973e-13,2.71525058662898e-30,6.594940639187607e-25
483,4.036148302262799e-16,8.599576181761113e-13,2.580078587671099e-30,5.761800085587802e-25
484,3.783046058571289e-16,8.06771394295158e-13,2.4774820427105638e-30,5.033910393220631e-25
485,3.5458248381506306e-16,7.568746050920607e-13,2.4024907143524766e-30,4.397975193613393e-25
486,3.3234875295496137e-16,7.100638072743589e-13,2.359407928239693e-30,3.842377851955344e-25
487,3.1150996875820353e-16,6.661481400074611e-13,2.414872533885457e-30,3.356969265910505e-25
488,2.919785558574626e-16,6.249485467211536e-13,2.4068099391791514e-30,2.932882471861251e-25
489,2.736724428873043e-16,5.862970450454273e-13,2.3777204967320488e-30,2.5623706719930043e-25
490,2.565147125442653e-16,5.500360418989426e-13,2.335776520040301e-30,2.2386657234591336e-25
491,2.4043327892272725e-16,5.16017690937559e-13,2.2788029973168147e-30,1.9558545046461916e-25
492,2.253605852621471e-16,4.841032897430608e-13,2.2432708948219243e-30,1.7087709001207793e-25
493,2.112333177873376e-16,4.5416271429425124e-13,2.184934034474745e-30,1.4929014311459629e-25
494,1.9799213914640815e-16,4.260738884145918e-13,2.1359696867258053e-30,1.3043028079189152e-25
495,1.8558143827487138e-16,3.997222860331754e-13,2.0970297334725437e-30,1.1395298974556595e-25
496,1.739490972072884e-16,3.7500046422961177e-13,2.074033827398028e-30,9.955727913115341e-26
497,1.6304627088716369e-16,3.518076251589158e-13,2.0605809354762534e-30,8.69801823552775e-26
498,1.528271805510569e-16,3.3004920507024505e-13,2.0535581918099156e-30,7.599195346219459e-26
499,1.4324892326713544e-16,3.0963648874379724e-13,2.052374366747784e-30,6.639187036206491e-26
500,1.3427128924236724e-16,2.904862477738204e-13,2.044684826524514e-30,5.800456823847959e-26
